File Name,Total,Found,Found (%),Not Found,Not Found (%),Fail,Fail (%)
php-8-objects-patterns-practice-main_src_ch09_batch11_Plains.php,19,18,94.74,1,5.26,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch11_EarthSea.php,21,21,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch11_Runner.php,144,144,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch11_MarsPlains.php,21,21,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch11_TerrainFactory.php,88,88,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch11_EarthPlains.php,21,21,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_1_ObjectAssembler.php,259,259,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_1_AppointmentMaker.php,52,52,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_1_Runner.php,161,161,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_1_AppointmentMaker2.php,66,66,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_CommsManager.php,65,65,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_ApptEncoder.php,28,28,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_MegaApptEncoder.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_Runner.php,62,62,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_BloggsApptEncoder.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_BloggsCommsManager.php,96,96,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch09_MegaCommsManager.php,95,95,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_CommsManager.php,68,68,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_ApptEncoder.php,30,30,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_MegaApptEncoder.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_Runner.php,65,65,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_BloggsApptEncoder.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_BloggsCommsManager.php,103,103,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch10_Encoder.php,27,27,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch01_Minion.php,42,41,97.62,1,2.38,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch01_Runner.php,73,73,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch01_NastyBoss.php,94,94,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch01_Employee.php,40,40,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch05_Preferences.php,141,141,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch05_Runner.php,67,67,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch05_PreferencesImpl.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch05_PreferencesMock.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_MarsForest.php,20,20,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_EarthForest.php,20,20,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_MarsSea.php,20,20,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_Container.php,62,62,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_Forest.php,18,17,94.44,1,5.56,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_Sea.php,30,30,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_Plains.php,18,17,94.44,1,5.56,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_Contained.php,19,18,94.74,1,5.26,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_EarthSea.php,20,20,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_Runner.php,82,82,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_MarsPlains.php,20,20,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_TerrainFactory.php,105,105,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch12_EarthPlains.php,20,20,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch07_CommsManager.php,123,123,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch07_ApptEncoder.php,28,28,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch07_MegaApptEncoder.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch07_Runner.php,130,128,98.46,2,1.54,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch07_BloggsApptEncoder.php,35,35,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_ObjectAssembler.php,354,354,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_AppointmentMaker.php,53,53,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_Runner.php,66,66,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch14_AppointmentMaker2.php,67,67,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch06_CommsManager.php,34,34,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch06_ApptEncoder.php,29,29,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch06_MegaApptEncoder.php,36,36,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch06_Runner.php,63,62,98.41,1,1.59,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch06_BloggsApptEncoder.php,36,36,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch08_CommsManager.php,47,47,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch08_ApptEncoder.php,29,29,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch08_Runner.php,64,64,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch08_BloggsApptEncoder.php,36,36,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch09_batch08_BloggsCommsManager.php,66,66,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch03_TextParamHandler.php,157,157,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch03_Runner.php,289,289,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch03_ParamHandler.php,200,200,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch03_XmlParamHandler.php,226,226,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch02_paramreader.php,374,374,100.0,0,0.0,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch02_Runner.php,89,88,98.88,1,1.12,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch01_ShopProduct.php,234,233,99.57,1,0.43,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch01_paramreader.php,214,210,98.13,4,1.87,0,0.0
php-8-objects-patterns-practice-main_src_ch06_batch01_Runner.php,89,88,98.88,1,1.12,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Multi.php,45,41,91.11,4,8.89,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Autoload3_1.php,97,94,96.91,3,3.09,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Blah.php,18,17,94.44,1,5.56,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_writer.php,14,13,92.86,1,7.14,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_clash.php,42,41,97.62,1,2.38,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Autoload.php,67,65,97.01,2,2.99,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_unclash.php,44,43,97.73,1,2.27,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Writerer.php,20,19,95.0,1,5.0,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Runner.php,582,581,99.83,1,0.17,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Autoload4.php,186,180,96.77,6,3.23,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Debug.php,33,32,96.97,1,3.03,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Writerer2.php,22,21,95.45,1,4.55,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Autoload2.php,86,83,96.51,3,3.49,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Lister.php,20,19,95.0,1,5.0,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_Autoload3.php,94,91,96.81,3,3.19,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_business_User.php,5,3,60.0,2,40.0,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_business_Customer.php,5,3,60.0,2,40.0,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_util_Blah.php,18,17,94.44,1,5.56,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_util_writer.php,14,13,92.86,1,7.14,0,0.0
php-8-objects-patterns-practice-main_src_ch05_batch04_util_WebTools.php,5,3,60.0,2,40.0,0,0.0
